Date,Shift,Product / SKU,Container,Pack Size (ml),Planned Start,Planned End,Run Time (min),Planned Downtime (min),Unplanned Downtime (min),Changeover Time (min),CIP Time (min),Target Speed (packs/hr),Actual Speed (packs/hr),Total Packs,Good Packs,Reject Packs,Reject Rate (%),Fill Volume Avg (ml),Fill Volume Std Dev (ml),Availability (%),Performance (%),Quality (%),OEE (%),Main Fault Code,Main Fault Description,Probable Cause,Corrective Action,Operator Note
2025-09-17 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-09-17 22:00:00,2025-09-18 06:00:00,430,15,10,25,0,10500,10645,76289,75573,716,0.009385,200.07,0.207,0.924731183,1.013809524,0.990615,0.928703,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-18 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-09-18 06:00:00,2025-09-18 14:00:00,409,10,31,30,0,9800,10476,71411,69963,1448,0.020277,179.01,0.213,0.870212766,1.068979592,0.979723,0.911377,F005,Fill volume out of tolerance,Product temperature variation,Check filler calibration and product temperature set point.,Mock training record only.
2025-09-18 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-09-18 14:00:00,2025-09-18 22:00:00,440,15,10,15,0,8800,9153,67122,66733,389,0.005795,500.25,0.594,0.946236559,1.040113636,0.994205,0.97849,,,,Routine operation; no major intervention required.,Mock training record only.
2025-09-18 00:00:00,C,Cream 250ml,Cup,250,2025-09-18 22:00:00,2025-09-19 06:00:00,418,15,27,20,0,7600,8102,56443,55538,905,0.016034,249.58,0.318,0.898924731,1.066052632,0.983966,0.942936,F002,Bottle sensor missed count,Photo eye blocked,Clean photo eye and confirm bottle spacing at infeed.,Line released after QC confirmation.
2025-09-19 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-09-19 06:00:00,2025-09-19 14:00:00,450,5,0,25,0,7200,7186,53895,53650,245,0.004546,1001.14,1.214,0.947368421,0.998055556,0.995454,0.941228,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-09-19 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-09-19 14:00:00,2025-09-19 22:00:00,460,5,0,15,0,10500,10479,80339,79711,628,0.007817,200.41,0.24,0.968421053,0.998,0.992183,0.958929,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-19 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-09-19 22:00:00,2025-09-20 06:00:00,460,0,0,20,0,9800,10052,77065,76517,548,0.007111,180.66,0.285,0.958333333,1.025714286,0.992889,0.975986,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-09-20 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-09-20 06:00:00,2025-09-20 14:00:00,422,15,43,0,0,8800,8745,61506,60259,1247,0.020274,499.6,0.649,0.907526882,0.99375,0.979726,0.883571,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Line released after QC confirmation.
2025-09-20 00:00:00,B,Cream 250ml,Cup,250,2025-09-20 14:00:00,2025-09-20 22:00:00,420,5,35,20,0,7600,7741,54187,53029,1158,0.02137,249.45,0.595,0.884210526,1.018552632,0.97863,0.881369,F001,Nozzle drip detected,Nozzle seal wear,Inspect and replace nozzle seal; verify drip tray sensor.,Line released after QC confirmation.
2025-09-20 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-09-20 22:00:00,2025-09-21 06:00:00,337,30,8,15,90,7200,6782,38092,37678,414,0.010868,997.66,1.17,0.748888889,0.941944444,0.989132,0.697745,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-09-21 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-09-21 06:00:00,2025-09-21 14:00:00,465,15,0,0,0,10500,9797,75926,75285,641,0.008442,199.44,0.418,1,0.933047619,0.991558,0.925171,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-21 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-09-21 14:00:00,2025-09-21 22:00:00,422,10,33,15,0,9800,10034,70572,69540,1032,0.014623,179.87,0.244,0.89787234,1.023877551,0.985377,0.905868,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Stable run after start-up checks.
2025-09-21 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-09-21 22:00:00,2025-09-22 06:00:00,450,0,10,20,0,8800,8721,65407,65052,355,0.005428,501.24,1.038,0.9375,0.991022727,0.994572,0.924041,,,,Routine operation; no major intervention required.,Mock training record only.
2025-09-22 00:00:00,A,Cream 250ml,Cup,250,2025-09-22 06:00:00,2025-09-22 14:00:00,465,5,10,0,0,7600,7750,60062,59930,132,0.002198,250.03,0.278,0.978947368,1.019736842,0.997802,0.996075,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-22 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-09-22 14:00:00,2025-09-22 22:00:00,440,10,10,20,0,7200,6847,50211,50161,50,0.000996,997.58,0.851,0.936170213,0.950972222,0.999004,0.889385,,,,Routine operation; no major intervention required.,Mock training record only.
2025-09-22 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-09-22 22:00:00,2025-09-23 06:00:00,425,5,25,25,0,10500,11025,78093,76814,1279,0.016378,199.92,0.198,0.894736842,1.05,0.983622,0.924087,F004,Conveyor back pressure,Downstream accumulation,Clear downstream blockage and reset conveyor speed balance.,Stable run after start-up checks.
2025-09-23 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-09-23 06:00:00,2025-09-23 14:00:00,430,15,5,30,0,9800,10352,74189,73340,849,0.011444,180.76,0.224,0.924731183,1.056326531,0.988556,0.965639,,,,Routine operation; no major intervention required.,Mock training record only.
2025-09-23 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-09-23 14:00:00,2025-09-23 22:00:00,442,5,8,25,0,8800,9256,68185,67706,479,0.007025,500.38,1.033,0.930526316,1.051818182,0.992975,0.971869,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-09-23 00:00:00,C,Cream 250ml,Cup,250,2025-09-23 22:00:00,2025-09-24 06:00:00,412,10,28,30,0,7600,7290,50058,49051,1007,0.020117,250.22,0.498,0.876595745,0.959210526,0.979883,0.823925,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Minor stoppage reviewed during shift handover.
2025-09-24 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-09-24 06:00:00,2025-09-24 14:00:00,415,15,30,20,0,7200,6841,47316,46475,841,0.017774,997.72,1.409,0.892473118,0.950138889,0.982226,0.832902,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Minor stoppage reviewed during shift handover.
2025-09-24 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-09-24 14:00:00,2025-09-24 22:00:00,440,15,0,25,0,10500,11550,84700,83911,789,0.009315,199.83,0.184,0.946236559,1.08,0.990685,1.012416,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-09-24 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-09-24 22:00:00,2025-09-25 06:00:00,460,0,0,20,0,9800,10716,82156,81538,618,0.007522,179.89,0.218,0.958333333,1.08,0.992478,1.027215,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-09-25 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-09-25 06:00:00,2025-09-25 14:00:00,465,10,5,0,0,8800,8370,64867,64386,481,0.007415,501.97,1.183,0.989361702,0.951136364,0.992585,0.93404,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-09-25 00:00:00,B,Cream 250ml,Cup,250,2025-09-25 14:00:00,2025-09-25 22:00:00,441,5,34,0,0,7600,8327,61203,59995,1208,0.019738,248.97,0.401,0.928421053,1.08,0.980262,0.982904,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Minor stoppage reviewed during shift handover.
2025-09-25 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-09-25 22:00:00,2025-09-26 06:00:00,416,15,29,20,0,7200,7417,51424,50531,893,0.017365,997.14,1.421,0.894623656,1.030138889,0.982635,0.905583,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Stable run after start-up checks.
2025-09-26 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-09-26 06:00:00,2025-09-26 14:00:00,460,10,10,0,0,10500,10380,79580,78960,620,0.007791,199.77,0.217,0.978723404,0.988571429,0.992209,0.96,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-09-26 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-09-26 14:00:00,2025-09-26 22:00:00,440,15,0,25,0,9800,10320,75680,75005,675,0.008919,180.01,0.238,0.946236559,1.053061224,0.991081,0.987558,,,,Routine operation; no major intervention required.,Mock training record only.
2025-09-26 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-09-26 22:00:00,2025-09-27 06:00:00,475,5,0,0,0,8800,9163,72540,72196,344,0.004742,499.08,0.811,1,1.04125,0.995258,1.036312,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-27 00:00:00,A,Cream 250ml,Cup,250,2025-09-27 06:00:00,2025-09-27 14:00:00,457,15,8,0,0,7600,7120,54230,53816,414,0.007634,250.24,0.383,0.982795699,0.936842105,0.992366,0.913696,,,,Routine operation; no major intervention required.,Mock training record only.
2025-09-27 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-09-27 14:00:00,2025-09-27 22:00:00,470,10,0,0,0,7200,6502,50932,50423,509,0.009994,1000.88,2.064,1,0.903055556,0.990006,0.89403,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-09-27 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-09-27 22:00:00,2025-09-28 06:00:00,355,25,10,30,60,10500,9894,58539,58002,537,0.009173,200.37,0.321,0.78021978,0.942285714,0.990827,0.728446,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-28 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-09-28 06:00:00,2025-09-28 14:00:00,410,0,40,30,0,9800,9343,63843,62068,1775,0.027803,180.28,0.225,0.854166667,0.953367347,0.972197,0.791694,F007,Label mismatch stop,Incorrect label roll loaded,"Confirm label roll, line clearance, and barcode recipe match.",Line released after QC confirmation.
2025-09-28 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-09-28 14:00:00,2025-09-28 22:00:00,465,15,0,0,0,8800,9072,70308,70232,76,0.001081,501.14,0.685,1,1.030909091,0.998919,1.029795,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-09-28 00:00:00,C,Cream 250ml,Cup,250,2025-09-28 22:00:00,2025-09-29 06:00:00,450,5,5,20,0,7600,6798,50985,50308,677,0.013278,249.81,0.355,0.947368421,0.894473684,0.986722,0.836144,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-29 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-09-29 06:00:00,2025-09-29 14:00:00,415,0,35,30,0,7200,7422,51335,50322,1013,0.019733,998.39,1.652,0.864583333,1.030833333,0.980267,0.873654,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Mock training record only.
2025-09-29 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-09-29 14:00:00,2025-09-29 22:00:00,455,15,10,0,0,10500,10693,81088,80892,196,0.002417,200.58,0.348,0.978494624,1.018380952,0.997583,0.994072,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-09-29 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-09-29 22:00:00,2025-09-30 06:00:00,442,15,8,15,0,9800,10227,75338,74458,880,0.011681,179.71,0.351,0.950537634,1.043571429,0.988319,0.980367,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-09-30 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-09-30 06:00:00,2025-09-30 14:00:00,428,0,37,15,0,8800,9213,65719,64169,1550,0.023585,497.72,1.403,0.891666667,1.046931818,0.976415,0.911497,F005,Fill volume out of tolerance,Product temperature variation,Check filler calibration and product temperature set point.,Stable run after start-up checks.
2025-09-30 00:00:00,B,Cream 250ml,Cup,250,2025-09-30 14:00:00,2025-09-30 22:00:00,450,0,10,20,0,7600,7246,54345,53818,527,0.009697,249.76,0.261,0.9375,0.953421053,0.990303,0.885165,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-09-30 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-09-30 22:00:00,2025-10-01 06:00:00,460,0,0,20,0,7200,7584,58144,57704,440,0.007567,998.59,2.472,0.958333333,1.053333333,0.992433,1.001806,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-10-01 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-10-01 06:00:00,2025-10-01 14:00:00,415,45,0,20,0,10500,10488,72542,72010,532,0.007334,200.32,0.255,0.954022989,0.998857143,0.992666,0.945944,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-01 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-10-01 14:00:00,2025-10-01 22:00:00,440,10,5,25,0,9800,10458,76692,76590,102,0.00133,179.93,0.11,0.936170213,1.067142857,0.99867,0.997699,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-01 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-10-01 22:00:00,2025-10-02 06:00:00,437,10,8,25,0,8800,9207,67057,66584,473,0.007054,500.53,0.533,0.929787234,1.04625,0.992946,0.965928,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-10-02 00:00:00,A,Cream 250ml,Cup,250,2025-10-02 06:00:00,2025-10-02 14:00:00,455,0,0,25,0,7600,8143,61751,61229,522,0.008453,249.74,0.44,0.947916667,1.071447368,0.991547,1.007058,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-02 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-10-02 14:00:00,2025-10-02 22:00:00,465,0,15,0,0,7200,7425,57543,56828,715,0.012425,998.5,1.822,0.96875,1.03125,0.987575,0.986611,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Stable run after start-up checks.
2025-10-02 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-10-02 22:00:00,2025-10-03 06:00:00,440,15,0,25,0,10500,11300,82866,82525,341,0.004115,199.54,0.216,0.946236559,1.076190476,0.995885,1.01414,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-10-03 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-10-03 06:00:00,2025-10-03 14:00:00,440,10,0,30,0,9800,10080,73920,73365,555,0.007508,180.09,0.302,0.936170213,1.028571429,0.992492,0.955688,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-03 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-10-03 14:00:00,2025-10-03 22:00:00,475,5,0,0,0,8800,9428,74638,74379,259,0.00347,501.73,0.441,1,1.071363636,0.99653,1.067646,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-03 00:00:00,C,Cream 250ml,Cup,250,2025-10-03 22:00:00,2025-10-04 06:00:00,465,5,10,0,0,7600,7667,59419,58840,579,0.009744,250.22,0.278,0.978947368,1.008815789,0.990256,0.977955,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-10-04 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-10-04 06:00:00,2025-10-04 14:00:00,425,15,10,30,0,7200,7367,52182,51772,410,0.007857,999.45,2.334,0.913978495,1.023194444,0.992143,0.92783,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-10-04 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-10-04 14:00:00,2025-10-04 22:00:00,440,5,5,30,0,10500,10450,76633,76066,567,0.007399,199.05,0.122,0.926315789,0.995238095,0.992601,0.915084,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-04 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-10-04 22:00:00,2025-10-05 06:00:00,370,35,0,15,60,9800,9392,57917,57158,759,0.013105,179.62,0.463,0.831460674,0.958367347,0.986895,0.786402,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-05 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-10-05 06:00:00,2025-10-05 14:00:00,450,10,0,20,0,8800,8245,61837,61366,471,0.007617,498.82,0.759,0.957446809,0.936931818,0.992383,0.890229,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-05 00:00:00,B,Cream 250ml,Cup,250,2025-10-05 14:00:00,2025-10-05 22:00:00,445,5,0,30,0,7600,6805,50470,49809,661,0.013097,249.49,0.335,0.936842105,0.895394737,0.986903,0.827857,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-05 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-10-05 22:00:00,2025-10-06 06:00:00,475,5,0,0,0,7200,6720,53200,53063,137,0.002575,1000.52,1.311,1,0.933333333,0.997425,0.93093,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-06 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-10-06 06:00:00,2025-10-06 14:00:00,439,10,31,0,0,10500,10936,80015,78288,1727,0.021583,199.57,0.474,0.934042553,1.04152381,0.978417,0.951831,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Minor stoppage reviewed during shift handover.
2025-10-06 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-10-06 14:00:00,2025-10-06 22:00:00,460,0,0,20,0,9800,10030,76896,76172,724,0.009415,179.82,0.203,0.958333333,1.023469388,0.990585,0.97159,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-06 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-10-06 22:00:00,2025-10-07 06:00:00,450,10,5,15,0,8800,8697,65227,64686,541,0.008294,500.72,0.569,0.957446809,0.988295455,0.991706,0.938392,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-07 00:00:00,A,Cream 250ml,Cup,250,2025-10-07 06:00:00,2025-10-07 14:00:00,456,5,19,0,0,7600,8019,60944,59873,1071,0.017574,250.11,0.405,0.96,1.055131579,0.982426,0.995125,F002,Bottle sensor missed count,Photo eye blocked,Clean photo eye and confirm bottle spacing at infeed.,Stable run after start-up checks.
2025-10-07 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-10-07 14:00:00,2025-10-07 22:00:00,445,5,10,20,0,7200,7455,55291,54955,336,0.006077,997.82,1.353,0.936842105,1.035416667,0.993923,0.964127,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-07 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-10-07 22:00:00,2025-10-08 06:00:00,469,0,11,0,0,10500,10496,82043,81008,1035,0.012615,200.05,0.233,0.977083333,0.999619048,0.987385,0.96439,F008,Air pressure low,Compressed air fluctuation,Check air header pressure and compressor dryer status.,Mock training record only.
2025-10-08 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-10-08 06:00:00,2025-10-08 14:00:00,469,0,11,0,0,9800,9963,77877,76920,957,0.012289,179.35,0.212,0.977083333,1.016632653,0.987711,0.981128,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Minor stoppage reviewed during shift handover.
2025-10-08 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-10-08 14:00:00,2025-10-08 22:00:00,440,10,0,30,0,8800,9387,68838,68394,444,0.00645,499.98,1.154,0.936170213,1.066704545,0.99355,0.992176,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-08 00:00:00,C,Cream 250ml,Cup,250,2025-10-08 22:00:00,2025-10-09 06:00:00,445,15,0,20,0,7600,7844,58176,57715,461,0.007924,250.43,0.224,0.956989247,1.032105263,0.992076,0.979887,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-09 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-10-09 06:00:00,2025-10-09 14:00:00,453,0,12,15,0,7200,7203,54382,53498,884,0.016255,1000.41,1.825,0.94375,1.000416667,0.983745,0.928796,F004,Conveyor back pressure,Downstream accumulation,Clear downstream blockage and reset conveyor speed balance.,Minor stoppage reviewed during shift handover.
2025-10-09 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-10-09 14:00:00,2025-10-09 22:00:00,422,5,33,20,0,10500,10351,72802,71245,1557,0.021387,200.3,0.21,0.888421053,0.985809524,0.978613,0.857083,F001,Nozzle drip detected,Nozzle seal wear,Inspect and replace nozzle seal; verify drip tray sensor.,Stable run after start-up checks.
2025-10-09 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-10-09 22:00:00,2025-10-10 06:00:00,430,15,5,30,0,9800,10446,74863,74241,622,0.008309,180.34,0.298,0.924731183,1.065918367,0.991691,0.977498,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-10 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-10-10 06:00:00,2025-10-10 14:00:00,440,5,5,30,0,8800,8371,61387,60892,495,0.008064,499.97,0.897,0.926315789,0.95125,0.991936,0.874052,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-10 00:00:00,B,Cream 250ml,Cup,250,2025-10-10 14:00:00,2025-10-10 22:00:00,415,10,30,25,0,7600,7418,51307,50270,1037,0.020212,249.05,0.241,0.882978723,0.976052632,0.979788,0.844414,F002,Bottle sensor missed count,Photo eye blocked,Clean photo eye and confirm bottle spacing at infeed.,Minor stoppage reviewed during shift handover.
2025-10-10 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-10-10 22:00:00,2025-10-11 06:00:00,460,0,0,20,0,7200,6792,52072,51450,622,0.011945,1001.58,1.53,0.958333333,0.943333333,0.988055,0.893229,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-11 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-10-11 06:00:00,2025-10-11 14:00:00,442,5,8,25,0,10500,10181,75000,74217,783,0.01044,200.36,0.456,0.930526316,0.969619048,0.98956,0.892836,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-11 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-10-11 14:00:00,2025-10-11 22:00:00,470,5,5,0,0,9800,8706,68197,67401,796,0.011672,180.42,0.255,0.989473684,0.888367347,0.988328,0.868756,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-11 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-10-11 22:00:00,2025-10-12 06:00:00,335,35,10,25,75,8800,8304,46364,45951,413,0.008908,501.7,0.913,0.752808989,0.943636364,0.991092,0.70405,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-10-12 00:00:00,A,Cream 250ml,Cup,250,2025-10-12 06:00:00,2025-10-12 14:00:00,465,10,5,0,0,7600,7766,60186,59941,245,0.004071,249.49,0.347,0.989361702,1.021842105,0.995929,1.006856,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-10-12 00:00:00,B,UHT Milk 1L,Bottle,1000,2025-10-12 14:00:00,2025-10-12 22:00:00,450,15,0,15,0,7200,6475,48562,48105,457,0.009411,998.88,0.73,0.967741935,0.899305556,0.990589,0.862105,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-12 00:00:00,C,Flavoured Milk 200ml,Bottle,200,2025-10-12 22:00:00,2025-10-13 06:00:00,445,10,10,15,0,10500,10193,75598,74834,764,0.010106,199.71,0.247,0.946808511,0.970761905,0.989894,0.909837,,,,Routine operation; no major intervention required.,Line released after QC confirmation.
2025-10-13 00:00:00,A,Drinking Yoghurt 180ml,Bottle,180,2025-10-13 06:00:00,2025-10-13 14:00:00,414,10,31,25,0,9800,9353,64535,63145,1390,0.021539,179.67,0.252,0.880851064,0.954387755,0.978461,0.822566,F006,CIP interlock delay,Valve confirmation delay,Verify valve feedback and repeat CIP step confirmation.,Operator verified recipe before production.
2025-10-13 00:00:00,B,UHT Milk 500ml,Bottle,500,2025-10-13 14:00:00,2025-10-13 22:00:00,427,15,18,20,0,8800,8815,62733,61813,920,0.014665,499.7,1.034,0.91827957,1.001704545,0.985335,0.906355,F001,Nozzle drip detected,Nozzle seal wear,Inspect and replace nozzle seal; verify drip tray sensor.,Operator verified recipe before production.
2025-10-13 00:00:00,C,Cream 250ml,Cup,250,2025-10-13 22:00:00,2025-10-14 06:00:00,445,0,10,25,0,7600,8315,61669,61151,518,0.0084,249.38,0.289,0.927083333,1.08,0.9916,0.99284,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
2025-10-14 00:00:00,A,UHT Milk 1L,Bottle,1000,2025-10-14 06:00:00,2025-10-14 14:00:00,457,15,8,0,0,7200,6908,52615,52257,358,0.006804,997.05,2.291,0.982795699,0.959444444,0.993196,0.936522,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-10-14 00:00:00,B,Flavoured Milk 200ml,Bottle,200,2025-10-14 14:00:00,2025-10-14 22:00:00,480,0,0,0,0,10500,10122,80976,80764,212,0.002618,199.48,0.192,1,0.964,0.997382,0.961476,,,,Routine operation; no major intervention required.,Stable run after start-up checks.
2025-10-14 00:00:00,C,Drinking Yoghurt 180ml,Bottle,180,2025-10-14 22:00:00,2025-10-15 06:00:00,445,5,5,25,0,9800,9513,70554,69941,613,0.008688,179.84,0.196,0.936842105,0.970714286,0.991312,0.901505,,,,Routine operation; no major intervention required.,Minor stoppage reviewed during shift handover.
2025-10-15 00:00:00,A,UHT Milk 500ml,Bottle,500,2025-10-15 06:00:00,2025-10-15 14:00:00,454,10,16,0,0,8800,9596,72609,71823,786,0.010825,498.79,0.787,0.965957447,1.08,0.989175,1.031941,F003,Cap feeder low level,Cap feed starvation,Top up cap hopper and check cap elevator feed rate.,Stable run after start-up checks.
2025-10-15 00:00:00,B,Cream 250ml,Cup,250,2025-10-15 14:00:00,2025-10-15 22:00:00,423,15,17,25,0,7600,7878,55539,54469,1070,0.019266,250.4,0.242,0.909677419,1.036578947,0.980734,0.924786,F004,Conveyor back pressure,Downstream accumulation,Clear downstream blockage and reset conveyor speed balance.,Stable run after start-up checks.
2025-10-15 00:00:00,C,UHT Milk 1L,Bottle,1000,2025-10-15 22:00:00,2025-10-16 06:00:00,449,5,26,0,0,7200,6971,52166,51416,750,0.014377,1001.13,0.829,0.945263158,0.968194444,0.985623,0.902041,F002,Bottle sensor missed count,Photo eye blocked,Clean photo eye and confirm bottle spacing at infeed.,Stable run after start-up checks.
2025-10-16 00:00:00,A,Flavoured Milk 200ml,Bottle,200,2025-10-16 06:00:00,2025-10-16 14:00:00,457,5,18,0,0,10500,10144,77263,75940,1323,0.017123,199.83,0.296,0.962105263,0.966095238,0.982877,0.91357,F004,Conveyor back pressure,Downstream accumulation,Clear downstream blockage and reset conveyor speed balance.,Stable run after start-up checks.
2025-10-16 00:00:00,B,Drinking Yoghurt 180ml,Bottle,180,2025-10-16 14:00:00,2025-10-16 22:00:00,440,10,0,30,0,9800,9877,72431,71595,836,0.011542,179.56,0.197,0.936170213,1.007857143,0.988458,0.932636,,,,Routine operation; no major intervention required.,Mock training record only.
2025-10-16 00:00:00,C,UHT Milk 500ml,Bottle,500,2025-10-16 22:00:00,2025-10-17 06:00:00,440,5,5,30,0,8800,8778,64372,63960,412,0.0064,501.45,0.924,0.926315789,0.9975,0.9936,0.918086,,,,Routine operation; no major intervention required.,Operator verified recipe before production.
